6	0.62419920	-0.43911061	0.58515753	1.37139332	0.57876775	-0.25883841	1.86283177
1	-0.33100018	0.24812402	-0.14262235	1.97432702	-0.96812060	-0.53713538	-1.30784594
8	-0.64939997	-0.43911061	-0.45452801	1.97432702	-0.96812060	0.01945856	1.86283177
14	0.94259900	0.41993268	-1.39024500	-0.83936361	1.09439720	-0.53713538	1.10790850
3	-0.11873365	0.59174134	-1.07833933	0.96943751	1.35221193	0.29775554	-0.09996872
14	0.94259900	0.24812402	-1.18230789	-1.04034152	0.57876775	0.29775554	1.25889316
28	-1.39233282	0.93535866	-0.14262235	-1.44229732	0.83658248	-1.37202631	-1.45883060
22	-1.07393303	2.30982793	2.56056006	-0.43740781	-0.19467643	-0.53713538	-0.70390733
5	-0.11873365	0.24812402	0.06531476	-0.43740781	1.61002665	0.29775554	0.80593920
5	-0.01260038	-0.09549330	-0.14262235	0.36650380	0.06313830	-0.53713538	0.35298524
27	-1.18006629	1.10716732	1.20896886	-0.03545200	-1.74156478	-0.53713538	-1.45883060
3	-0.33100018	-0.61091927	-0.97437078	1.17041541	1.86784138	0.57605251	0.35298524
21	-1.07393303	1.62259330	1.72881163	1.17041541	-1.48375005	0.01945856	-1.60981525
14	1.47326532	0.24812402	-0.76643367	-0.63838571	-0.19467643	1.68924041	1.25889316
22	-0.96779976	2.13801927	3.70421416	-0.43740781	-0.96812060	-2.20691723	-1.00587664
28	-1.49846609	1.27897598	-0.24659090	-1.44229732	0.83658248	-0.53713538	-1.45883060
16	2.00393164	0.24812402	-1.28627644	-0.03545200	0.83658248	1.13264646	2.16480107
8	-0.43713344	-1.12634525	-0.14262235	0.16552590	-0.19467643	-0.81543236	-0.55292268
5	-0.33100018	0.07631536	-0.35055945	0.16552590	-0.45249115	0.57605251	-0.40193803
28	-0.75553323	0.59174134	1.31293741	-0.83936361	-0.19467643	-1.09372933	-0.40193803
5	-1.07393303	-0.09549330	-0.14262235	0.36650380	0.06313830	0.01945856	-0.55292268
3	-0.11873365	0.41993268	-0.87040223	1.37139332	1.86784138	0.57605251	-0.09996872
11	1.04873226	-0.78272793	-1.80611921	0.36650380	-0.96812060	0.01945856	0.05101593
28	-0.33100018	1.79440196	1.41690596	-0.23642991	0.57876775	-0.53713538	-1.00587664
6	0.62419920	-0.09549330	0.06531476	0.96943751	1.35221193	0.01945856	0.95692385
8	-0.43713344	-0.78272793	-0.03865379	0.56748170	-0.19467643	-0.81543236	0.50396989
6	1.26099879	1.45078464	0.27325187	0.96943751	2.12565610	1.96753738	-0.70390733
17	1.04873226	-0.95453659	-1.49421355	-1.24131942	-1.48375005	0.85434949	0.50396989
12	0.83646573	-0.78272793	-1.18230789	-1.44229732	-1.99937950	-0.25883841	-0.09996872
26	-1.60459935	-0.43911061	0.06531476	-0.83936361	-0.45249115	-1.37202631	-0.70390733
8	-0.64939997	-0.43911061	-0.03865379	-0.03545200	-0.45249115	-1.37202631	0.65495454
28	-1.28619956	1.10716732	0.27325187	-1.64327522	0.06313830	-1.65032328	-0.25095337
8	-0.43713344	-0.26730195	-0.76643367	1.97432702	0.32095303	-0.25883841	0.05101593
4	-0.86166650	-0.09549330	0.27325187	-1.24131942	1.61002665	-0.81543236	0.65495454
2	0.30579941	0.07631536	0.16928332	1.77334912	-0.19467643	-0.53713538	-1.00587664
12	0.51806594	-0.43911061	-1.49421355	-0.63838571	-1.22593533	1.13264646	-0.25095337
12	0.62419920	-0.26730195	-0.55849656	-1.84425313	-0.45249115	-0.81543236	-0.25095337
1	-0.11873365	0.07631536	-1.07833933	0.96943751	0.32095303	-0.53713538	-1.00587664
4	0.83646573	-0.09549330	-0.03865379	-0.83936361	1.09439720	0.01945856	-0.09996872
15	0.83646573	-0.95453659	-1.18230789	-2.04523103	0.57876775	1.68924041	0.65495454
21	-1.18006629	1.79440196	1.52087452	1.97432702	-0.45249115	-0.25883841	-1.30784594
5	0.73033247	0.07631536	-0.35055945	-0.83936361	-1.22593533	1.13264646	-0.09996872
2	-0.11873365	0.41993268	-0.55849656	-1.04034152	-0.19467643	-1.09372933	-1.15686129
6	0.51806594	0.07631536	1.00103175	-0.83936361	0.06313830	1.68924041	-0.25095337
23	-1.18006629	-0.61091927	1.83278018	-0.43740781	-0.19467643	-0.81543236	-0.70390733
28	-0.54326670	1.62259330	1.62484307	-0.23642991	-0.45249115	-0.25883841	-0.85489199
15	0.51806594	-1.29815391	-0.55849656	-0.63838571	0.57876775	1.13264646	1.25889316
6	-0.22486691	-0.43911061	0.37722042	-0.43740781	0.57876775	0.85434949	0.20200059
22	-1.49846609	1.62259330	2.87246572	-0.83936361	0.06313830	-0.81543236	-1.45883060
28	-1.49846609	1.62259330	0.68912609	-1.24131942	-1.74156478	-1.65032328	-1.76079990
6	-0.33100018	0.41993268	-0.03865379	-0.23642991	1.61002665	0.29775554	0.80593920
28	-0.86166650	0.59174134	1.41690596	-0.83936361	0.06313830	-0.81543236	-1.15686129
3	-0.01260038	-0.95453659	-0.45452801	0.16552590	1.09439720	-0.25883841	-0.09996872
23	-1.18006629	-1.64177123	1.83278018	-0.43740781	-0.45249115	-0.25883841	-1.00587664
3	1.04873226	0.07631536	-0.45452801	-0.43740781	0.32095303	0.29775554	-0.40193803
25	-0.43713344	0.41993268	1.10500030	-0.43740781	-0.45249115	0.01945856	-0.85489199
3	0.94259900	-0.09549330	-0.76643367	-0.43740781	0.06313830	-0.53713538	0.05101593
18	0.51806594	-1.29815391	-0.87040223	-0.03545200	-0.45249115	1.13264646	-0.40193803
3	-0.33100018	0.24812402	-0.45452801	0.16552590	0.57876775	-1.09372933	0.50396989
17	0.94259900	-1.64177123	-1.18230789	-0.03545200	-2.51500895	1.41094344	1.25889316
22	-0.54326670	1.62259330	2.04071729	-0.63838571	-0.19467643	0.29775554	-0.70390733
4	0.62419920	0.24812402	-0.66246512	-1.04034152	1.09439720	0.01945856	-0.70390733
5	0.51806594	-0.43911061	-0.45452801	-1.04034152	0.32095303	0.29775554	-0.25095337
13	-0.33100018	-0.61091927	-0.97437078	0.56748170	0.83658248	1.13264646	-0.09996872
14	-0.54326670	-0.78272793	-0.66246512	-1.24131942	-0.19467643	1.41094344	0.50396989
21	-0.86166650	0.59174134	1.62484307	0.76845961	-0.96812060	-0.53713538	-1.91178456
27	-0.86166650	0.93535866	1.52087452	1.17041541	-0.45249115	0.57605251	0.05101593
12	1.04873226	-0.09549330	-0.87040223	0.56748170	-0.19467643	1.13264646	0.50396989
25	-1.07393303	0.93535866	-0.24659090	-0.63838571	0.57876775	-0.81543236	-1.00587664
8	-0.22486691	0.59174134	-0.45452801	1.97432702	-1.99937950	-1.09372933	1.40987781
21	-1.18006629	1.96621062	1.52087452	2.37628283	-1.22593533	-0.53713538	-1.00587664
23	-1.28619956	1.10716732	1.31293741	-1.04034152	0.06313830	0.01945856	-1.30784594
15	1.57939859	-1.64177123	-0.24659090	-0.63838571	-0.19467643	1.96753738	2.46677038
4	1.15486553	0.59174134	0.48118898	-0.43740781	-0.71030588	-0.25883841	-0.55292268
7	-0.54326670	-1.12634525	1.00103175	-0.83936361	-0.45249115	-0.25883841	-0.25095337
27	-1.28619956	0.93535866	1.10500030	0.16552590	-1.48375005	-0.53713538	-1.30784594
26	-1.39233282	0.93535866	0.27325187	-0.63838571	1.09439720	-1.09372933	-0.25095337
11	0.94259900	-0.43911061	-0.87040223	-0.43740781	0.57876775	-0.25883841	0.20200059
28	-1.28619956	1.79440196	0.27325187	-0.63838571	1.09439720	-2.20691723	-0.70390733
22	-0.64939997	1.62259330	2.14468584	-0.43740781	-0.19467643	-0.53713538	-1.15686129
13	-0.54326670	-0.95453659	-1.28627644	0.36650380	0.57876775	1.96753738	-0.09996872
18	0.41193268	-1.12634525	-1.28627644	-0.03545200	0.32095303	2.52413133	0.20200059
2	-0.43713344	0.07631536	0.37722042	0.36650380	0.57876775	0.85434949	-1.15686129
15	1.26099879	-1.29815391	-1.39024500	-0.43740781	-1.22593533	-0.25883841	0.80593920
13	0.62419920	-0.95453659	-0.97437078	0.76845961	-1.74156478	-0.81543236	0.95692385
8	-0.64939997	-0.61091927	0.58515753	2.17530493	-0.71030588	-1.92862026	-0.40193803
27	-1.07393303	1.10716732	1.10500030	-0.03545200	-1.99937950	-1.09372933	-0.85489199
12	0.51806594	-0.78272793	-0.76643367	-1.84425313	-1.48375005	0.29775554	-0.09996872
6	-0.96779976	-0.43911061	0.27325187	0.76845961	0.83658248	0.01945856	1.40987781
12	0.41193268	-0.61091927	-0.87040223	-2.04523103	-0.71030588	0.29775554	-0.25095337
26	0.19966615	1.27897598	1.20896886	-0.03545200	0.83658248	0.01945856	0.20200059
8	-0.43713344	0.24812402	0.27325187	0.56748170	-1.48375005	-1.09372933	-0.55292268
11	-0.01260038	0.24812402	-0.87040223	-0.63838571	-1.48375005	1.96753738	0.50396989
2	1.15486553	1.79440196	0.68912609	0.36650380	1.61002665	2.80242831	1.25889316
22	-0.54326670	1.27897598	2.24865440	-0.43740781	-0.71030588	-0.81543236	-1.00587664
28	-0.75553323	0.59174134	1.41690596	-1.24131942	-0.19467643	-1.37202631	-1.00587664
8	-1.28619956	-1.64177123	0.58515753	1.17041541	0.06313830	0.01945856	0.35298524
12	0.83646573	-0.09549330	-1.28627644	0.56748170	-0.19467643	1.68924041	0.80593920
14	0.94259900	-2.84443184	-1.07833933	-0.63838571	0.32095303	0.29775554	0.80593920
8	-0.86166650	-1.46996257	0.37722042	1.17041541	0.32095303	-1.37202631	0.35298524
13	-0.64939997	-0.09549330	-0.66246512	0.56748170	1.61002665	-0.53713538	0.20200059
25	-0.64939997	0.76355000	1.31293741	-1.04034152	-0.96812060	-1.09372933	-0.40193803
11	0.94259900	-0.78272793	-1.59818210	-0.03545200	0.32095303	0.29775554	-0.09996872
5	-0.01260038	0.07631536	-0.03865379	0.36650380	0.06313830	-0.25883841	0.20200059
25	-0.96779976	1.27897598	-0.35055945	-1.24131942	0.32095303	-1.65032328	-0.55292268
23	-0.54326670	0.07631536	1.20896886	-0.03545200	-0.45249115	-0.25883841	-1.60981525
17	0.94259900	-2.32900587	-0.76643367	0.16552590	-2.25719423	1.41094344	0.35298524
23	-1.07393303	-0.09549330	1.93674874	-0.43740781	-0.45249115	-0.53713538	-0.85489199
5	0.62419920	-0.78272793	-0.55849656	-1.04034152	0.06313830	0.29775554	0.05101593
6	0.41193268	-0.95453659	0.58515753	-0.23642991	1.09439720	1.68924041	0.20200059
17	-0.01260038	-1.81357989	-1.28627644	1.57237122	-1.22593533	1.41094344	0.95692385
2	0.19966615	0.41993268	0.27325187	1.77334912	-0.19467643	-0.25883841	-0.85489199
3	1.04873226	-0.26730195	-0.55849656	-0.63838571	0.06313830	-0.25883841	-0.25095337
5	0.19966615	-0.09549330	-1.28627644	0.56748170	-0.45249115	-0.25883841	0.95692385
15	0.09353288	-0.95453659	-1.59818210	-0.63838571	-0.96812060	0.29775554	0.65495454
3	0.09353288	-0.95453659	-0.24659090	0.76845961	0.83658248	0.57605251	-1.15686129
